Content,EventTemplate,IsInTrain,Dataset,ZsMistralExtractedTemplate,FsMistralExtractedTemplate,FTMistralExtractedTemplate,ZSGPT4ExtractedTemplate,FSGPT4ExtractedTemplate
ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,yes,HPC,ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442Extracted template: ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>
183.62.156.108:22 open through proxy socks.cse.cuhk.edu.hk:5070 SOCKS5,<*>:<*> open through proxy <*>:<*> SOCKS5,yes,Proxifier,183.62.156.108:22 open through proxy socks.cse.cuhk.edu.hk:5070 SOCKS5,183.62.156.108:22 open through proxy socks.cse.cuhk.edu.hk:5070 SOCKS5Extracted template: <*> open through proxy <*> <*>,<*>:<*> open through proxy <*>:<*> SOCKS5,<*>:<*> open through proxy <*>:<*> SOCKS5,<*>:<*> open through proxy <*>:<*> SOCKS5
183.62.156.108:22 open through proxy socks.cse.cuhk.edu.hk:5070 SOCKS5,<*>:<*> open through proxy <*>:<*> SOCKS5,yes,Proxifier,183.62.156.108:22 open through proxy socks.cse.cuhk.edu.hk:5070 SOCKS5,183.62.156.108:22 open through proxy socks.cse.cuhk.edu.hk:5070 SOCKS5Extracted template: <*> open through proxy <*> <*>,<*>:<*> open through proxy <*>:<*> SOCKS5,<*>:<*> open through proxy <*>:<*> SOCKS5,<*>:<*> open through proxy <*>:<*> SOCKS5
183.62.156.108:22 open through proxy socks.cse.cuhk.edu.hk:5070 SOCKS5,<*>:<*> open through proxy <*>:<*> SOCKS5,yes,Proxifier,183.62.156.108:22 open through proxy socks.cse.cuhk.edu.hk:5070 SOCKS5,183.62.156.108:22 open through proxy socks.cse.cuhk.edu.hk:5070 SOCKS5Extracted template: <*> open through proxy <*> <*>,<*>:<*> open through proxy <*>:<*> SOCKS5,<*>:22 open through proxy <*>:<*> SOCKS5,<*>:<*> open through proxy <*>:<*> SOCKS5
259966605 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,yes,BGL,259966605 double-hummer alignment exceptions,259966605 double-hummer alignment exceptionsExtracted template: <*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> <*> alignment exceptions
141 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,yes,BGL,141 double-hummer alignment exceptions,141 double-hummer alignment exceptionsExtracted template: <*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions
6182400 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,yes,BGL,6182400 double-hummer alignment exceptions,6182400 double-hummer alignment exceptionsExtracted template: <*> double-hummer alignment exceptions,6182400 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,<*> double-hummer alignment exceptions
182.254.114.110:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,yes,Proxifier,182.254.114.110:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,182.254.114.110:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPSExtracted template: <*> open through proxy <*> : <*> <*>``,<*>:<*> open through proxy <*>:<*> HTTPS,<*> open through proxy <*> HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS
tcpconn3.tencent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,yes,Proxifier,<*> open through proxy <*>,tcpconn3.tencent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,<*>:<*> open through proxy <*>:<*> <*>,<*>:<*> open through proxy <*>:<*> HTTPS
get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,yes,Proxifier,<*> open through proxy <*>,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,<*> open through proxy <*> HTTPS,<*>:<*> open through proxy <*>:<*> <*>
halt  (command 1982),halt  (command <*>),yes,HPC,halt  (command 1982),halt  (command 1982)Extracted template: halt  (command <*>),halt  (command <*>),halt  (command <*>),halt  (command <*>)
halt  (command 2952),halt  (command <*>),yes,HPC,<*>  (command  <*> ),halt  (command 2952)Extracted template: halt  (command <*>),halt  (command <*>),halt  (command <*>),halt  (command <*>)
halt  (command 2228),halt  (command <*>),yes,HPC,<*>  (command  <*> ),halt  (command 2228)Extracted template: halt  (command <*>),halt  (command <*>),halt  (command <*>),halt  (command <*>)
mod_jk child init 1 -2,mod_jk child init <*> <*>,yes,Apache,mod_jk child init 1 -2,mod_jk child init 1 -2Extracted template: mod_jk child init <*> -<*>,mod_jk child init <*> <*>,mod_jk child init <*> <*>,mod_jk child init <*> <*>
mod_jk child init 1 -2,mod_jk child init <*> <*>,yes,Apache,mod_jk child init 1 -2,mod_jk child init 1 -2Extracted template: mod_jk child init <*> -<*>,mod_jk child init <*> <*>,mod_jk child init <*> <*>,mod_jk child init <*> <*>
mod_jk child init 1 -2,mod_jk child init <*> <*>,yes,Apache,mod_jk child init 1 -2,mod_jk child init 1 -2Extracted template: mod_jk child init <*> -<*>,mod_jk child init <*> <*>,mod_jk child init <*> <*>,mod_jk child init <*> <*>
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL,icache prefetch threshold................0,icache prefetch threshold................0Extracted template: icache prefetch threshold................<*>,icache prefetch threshold................<*>,<*> prefetch threshold................0,icache prefetch threshold................<*>
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL,icache prefetch threshold................0,icache prefetch threshold................0Extracted template: icache prefetch threshold................<*>,icache prefetch threshold................<*>,<*> prefetch threshold................0,icache prefetch threshold................<*>
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL,icache prefetch threshold................0,icache prefetch threshold................0Extracted template: icache prefetch threshold................<*>,icache prefetch threshold................<*>,<*> prefetch threshold................<*>,icache prefetch threshold................<*>
boot (command 2092) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue,yes,HPC,<*> (command <*>)\  Error: <*> asserted\  cannot continue,boot (command 2092) Error: HALT asserted\  cannot continueExtracted template: boot (command <*>) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue
boot (command 2092) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue,yes,HPC,<*> (command <*>)\  Error: <*> asserted\  cannot continue,boot (command 2092) Error: HALT asserted\  cannot continueExtracted template: boot (command <*>) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue
boot (command 2092) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue,yes,HPC,<*> (command <*>)\  Error: <*> asserted\  cannot continue,boot (command 2092) Error: HALT asserted\  cannot continueExtracted template: boot (command <*>) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue,boot (command <*>) Error: HALT asserted\  cannot continue
Starting quorum peer,Starting quorum peer,yes,Zookeeper,Starting quorum peer,Starting quorum peer,Starting quorum peer,Starting quorum peer,Starting quorum peer
Starting quorum peer,Starting quorum peer,yes,Zookeeper,Starting quorum peer,Starting quorum peer,Starting quorum peer,Starting quorum peer,Starting quorum peer
Starting quorum peer,Starting quorum peer,yes,Zookeeper,Starting quorum peer,Starting quorum peer,Starting quorum peer,Starting <*> peer,Starting quorum peer
"ciod: Received signal 15, code=0, errno=0, address=0x0000044a","ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>",yes,BGL,"ciod: Received signal 15, code=0, errno=0, address=0x0000044a","ciod: Received signal 15, code=0, errno=0, address=0x0000044aExtracted template: ciod: Received signal <*> (code=<*>, errno=<*>, address=<","ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>","ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>","ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>"
"ciod: Received signal 15, code=0, errno=0, address=0x00001a12","ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>",yes,BGL,<*>,"ciod: Received signal 15, code=0, errno=0, address=0x00001a12Extracted template: ciod: Received signal <*> (code=<*>, errno=<*>, address=<","ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>","ciod: Received signal <*>, code=<*>, errno=<*>, address=0x<*>","ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>"
"ciod: Received signal 15, code=0, errno=0, address=0x000001f8","ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>",yes,BGL,<*>,"ciod: Received signal 15, code=0, errno=0, address=0x000001f8Extracted template: ciod: Received signal <*> (code=<*>, errno=<*>, address=<","ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>","ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>","ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>"
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL,"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c3","PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c3","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*><|im","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>"
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL,"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c3","PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c3","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*><|im","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>"
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL,"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c3","PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c3","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*><|im","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>"
floating point instr. enabled.....1,floating point instr. enabled.....<*>,yes,BGL,1,fps: 1,floating point instr. enabled.....<*>,floating point instr. enabled.....<*>,floating point instr. enabled.....<*>
floating point instr. enabled.....1,floating point instr. enabled.....<*>,yes,BGL,1,fps: 1,floating point instr. enabled.....<*>,floating point instr. enabled.....<*>,floating point instr. enabled.....<*>
floating point instr. enabled.....1,floating point instr. enabled.....<*>,yes,BGL,1,fps: 1,floating point instr. enabled.....<*>,floating point instr. enabled.....<*>,floating point instr. enabled.....<*>
NIFF: node node-144 has detected an available network connection on network 10.96.0.0 via interface scip0,NIFF: node <*> has detected an available network connection on network <*> via interface scip0,yes,HPC,NIFF: node node-144 has detected an available network connection on network 10.96.0.0 via interface scip0,NIFF: node node-<*> has detected an available network connection on network <*> via interface scip0,NIFF: node <*> has detected an available network connection on network <*> via interface scip0,NIFF: node node-<*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>
NIFF: node node-144 has detected an available network connection on network 10.96.0.0 via interface scip0,NIFF: node <*> has detected an available network connection on network <*> via interface scip0,yes,HPC,NIFF: node node-144 has detected an available network connection on network 10.96.0.0 via interface scip0,NIFF: node node-<*> has detected an available network connection on network <*> via interface scip0,NIFF: node <*> has detected an available network connection on network <*> via interface scip0,NIFF: node node-<*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>
NIFF: node node-130 has detected an available network connection on network 10.96.0.0 via interface scip0,NIFF: node <*> has detected an available network connection on network <*> via interface scip0,yes,HPC,NIFF: node node-130 has detected an available network connection on network 10.96.0.0 via interface scip0,NIFF: node node-130 has detected an available network connection on network 10.96.0.0 via interface scip0Extracted template: NIFF: node <*> has detected an available network connection on network <*> via interface <*>``,NIFF: node <*> has detected an available network connection on network <*> via interface scip0,NIFF: node node-<*> has detected an available network connection on network <*> via interface <*>,NIFF: node <*> has detected an available network connection on network <*> via interface <*>
2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL,2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over <*> seconds,2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 secondsExtracted template: <*> L3 EDRAM error(s) (dcr 0x<*>) detected and corrected over,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,<*> L3 EDRAM error(s) (dcr 0x<*> detected and corrected over <*> seconds,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds
